"AIG","BAC","GS","JPM","MS"
1,0.27357542946518,0.249145641002705,0.273489446054238,0.22560164390861
0.0882452187343686,1,0.0907930627426236,0.0919242966518567,0.0896989951629931
0.169797705081989,0.19183025105298,1,0.191806349125544,0.178494353713544
0.0886857470616168,0.0924122359886627,0.0912636246195103,1,0.0901566603582721
0.196391924833545,0.242077736786921,0.227996051842749,0.242028174699833,1
